Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
D2,24/09/14,RB Leipzig,Karlsruhe,3,1,H,1,1,D
D2,25/09/14,Bochum,Fortuna Dusseldorf,1,1,D,1,0,H
D2,26/09/14,Braunschweig,Sandhausen,2,1,H,1,0,H
D2,26/09/14,Erzgebirge Aue,Aalen,1,0,H,0,0,D
D2,26/09/14,Munich 1860,Greuther Furth,2,0,H,1,0,H
D2,27/09/14,Karlsruhe,Ingolstadt,0,1,A,0,1,A
D2,27/09/14,Union Berlin,Darmstadt,1,1,D,0,0,D
D2,28/09/14,Fortuna Dusseldorf,RB Leipzig,2,2,D,0,1,A
D2,28/09/14,Frankfurt FSV,St Pauli,3,3,D,1,2,A
D2,28/09/14,Heidenheim,Bochum,5,0,H,4,0,H
D2,29/09/14,Nurnberg,Kaiserslautern,3,2,H,2,0,H
D2,03/10/14,Aalen,Munich 1860,2,0,H,0,0,D
D2,03/10/14,Bochum,Nurnberg,1,1,D,1,0,H
D2,03/10/14,Greuther Furth,Erzgebirge Aue,2,0,H,2,0,H
D2,04/10/14,Kaiserslautern,Karlsruhe,2,0,H,2,0,H
D2,04/10/14,St Pauli,Union Berlin,3,0,H,1,0,H
D2,05/10/14,Darmstadt,Fortuna Dusseldorf,1,4,A,0,2,A
D2,05/10/14,Ingolstadt,Braunschweig,1,0,H,0,0,D
D2,05/10/14,Sandhausen,Frankfurt FSV,0,3,A,0,0,D
D2,06/10/14,RB Leipzig,Heidenheim,1,1,D,1,1,D
D2,17/10/14,Bochum,Darmstadt,1,1,D,0,1,A
D2,17/10/14,Heidenheim,Kaiserslautern,1,1,D,0,0,D
D2,17/10/14,Nurnberg,RB Leipzig,1,0,H,0,0,D
D2,18/10/14,Braunschweig,Greuther Furth,2,2,D,0,0,D
D2,18/10/14,Union Berlin,Sandhausen,3,1,H,0,1,A
D2,19/10/14,Erzgebirge Aue,Munich 1860,4,1,H,3,0,H
D2,19/10/14,Frankfurt FSV,Ingolstadt,0,1,A,0,1,A
D2,19/10/14,Karlsruhe,Aalen,0,0,D,0,0,D
D2,20/10/14,Fortuna Dusseldorf,St Pauli,1,0,H,1,0,H
D2,24/10/14,Aalen,Union Berlin,1,2,A,1,0,H
D2,24/10/14,Greuther Furth,Frankfurt FSV,2,5,A,2,3,A
D2,24/10/14,RB Leipzig,Bochum,2,0,H,2,0,H
D2,25/10/14,Kaiserslautern,Fortuna Dusseldorf,1,1,D,0,0,D
D2,25/10/14,St Pauli,Karlsruhe,0,4,A,0,2,A
D2,26/10/14,Ingolstadt,Heidenheim,1,0,H,1,0,H
D2,26/10/14,Munich 1860,Braunschweig,1,2,A,1,1,D
D2,26/10/14,Sandhausen,Erzgebirge Aue,1,1,D,0,0,D
D2,27/10/14,Darmstadt,Nurnberg,3,0,H,1,0,H
D2,31/10/14,Fortuna Dusseldorf,Ingolstadt,0,0,D,0,0,D
D2,31/10/14,Karlsruhe,Sandhausen,1,1,D,0,0,D
D2,31/10/14,Union Berlin,Greuther Furth,0,1,A,0,1,A
D2,01/11/14,Heidenheim,Darmstadt,1,1,D,1,1,D
D2,01/11/14,Nurnberg,St Pauli,2,2,D,1,1,D
D2,02/11/14,Bochum,Munich 1860,0,3,A,0,0,D
D2,02/11/14,Braunschweig,Aalen,2,1,H,1,0,H
D2,02/11/14,Frankfurt FSV,Erzgebirge Aue,1,1,D,1,0,H
D2,03/11/14,RB Leipzig,Kaiserslautern,0,0,D,0,0,D
D2,07/11/14,Aalen,Frankfurt FSV,0,1,A,0,0,D
D2,07/11/14,Kaiserslautern,Bochum,2,2,D,0,1,A
D2,07/11/14,Sandhausen,Nurnberg,2,1,H,1,1,D
D2,08/11/14,Darmstadt,RB Leipzig,1,0,H,1,0,H
D2,08/11/14,St Pauli,Heidenheim,0,3,A,0,2,A
D2,09/11/14,Erzgebirge Aue,Braunschweig,1,2,A,1,1,D
D2,09/11/14,Greuther Furth,Karlsruhe,0,3,A,0,0,D
D2,09/11/14,Ingolstadt,Union Berlin,3,3,D,2,2,D
D2,10/11/14,Munich 1860,Fortuna Dusseldorf,0,1,A,0,1,A
D2,21/11/14,Bochum,Aalen,4,0,H,1,0,H
D2,21/11/14,Heidenheim,Sandhausen,3,0,H,1,0,H
D2,21/11/14,Kaiserslautern,Darmstadt,0,0,D,0,0,D
D2,22/11/14,Frankfurt FSV,Braunschweig,0,3,A,0,2,A
D2,22/11/14,Union Berlin,Munich 1860,1,4,A,0,2,A
D2,23/11/14,Karlsruhe,Erzgebirge Aue,1,0,H,0,0,D
D2,23/11/14,Nurnberg,Ingolstadt,2,1,H,2,0,H
D2,23/11/14,RB Leipzig,St Pauli,4,1,H,2,0,H
D2,24/11/14,Fortuna Dusseldorf,Greuther Furth,3,3,D,1,1,D
D2,28/11/14,Darmstadt,Karlsruhe,0,0,D,0,0,D
D2,28/11/14,Erzgebirge Aue,Union Berlin,1,2,A,0,0,D
D2,28/11/14,Greuther Furth,Heidenheim,0,0,D,0,0,D
D2,29/11/14,Aalen,Fortuna Dusseldorf,2,0,H,1,0,H
D2,29/11/14,Ingolstadt,Bochum,3,0,H,1,0,H
D2,30/11/14,Munich 1860,Frankfurt FSV,0,2,A,0,1,A
D2,30/11/14,Sandhausen,RB Leipzig,0,0,D,0,0,D
D2,30/11/14,St Pauli,Kaiserslautern,1,3,A,0,2,A
D2,01/12/14,Braunschweig,Nurnberg,1,0,H,1,0,H
D2,05/12/14,Bochum,St Pauli,3,3,D,1,2,A
D2,05/12/14,Fortuna Dusseldorf,Sandhausen,1,3,A,1,1,D
D2,05/12/14,Heidenheim,Aalen,0,1,A,0,0,D
D2,06/12/14,Darmstadt,Greuther Furth,0,0,D,0,0,D
D2,06/12/14,Kaiserslautern,Erzgebirge Aue,3,0,H,3,0,H
D2,07/12/14,Karlsruhe,Braunschweig,1,0,H,1,0,H
D2,07/12/14,RB Leipzig,Ingolstadt,0,1,A,0,1,A
D2,07/12/14,Union Berlin,Frankfurt FSV,2,1,H,0,0,D
D2,08/12/14,Nurnberg,Munich 1860,2,1,H,2,1,H
D2,12/12/14,Erzgebirge Aue,Heidenheim,1,1,D,1,0,H
D2,12/12/14,Greuther Furth,RB Leipzig,0,1,A,0,0,D
D2,12/12/14,Sandhausen,Bochum,0,0,D,0,0,D
D2,13/12/14,Braunschweig,Union Berlin,1,1,D,1,1,D
D2,13/12/14,Frankfurt FSV,Fortuna Dusseldorf,0,2,A,0,1,A
D2,13/12/14,Munich 1860,Karlsruhe,2,3,A,1,0,H
D2,14/12/14,Aalen,Nurnberg,1,2,A,0,1,A
D2,14/12/14,Ingolstadt,Kaiserslautern,2,0,H,0,0,D
D2,14/12/14,St Pauli,Darmstadt,0,1,A,0,0,D
D2,16/12/14,Braunschweig,Fortuna Dusseldorf,2,1,H,0,0,D
D2,16/12/14,Frankfurt FSV,Heidenheim,2,0,H,1,0,H
D2,16/12/14,Greuther Furth,Bochum,0,0,D,0,0,D
D2,16/12/14,Union Berlin,Karlsruhe,2,0,H,1,0,H
D2,17/12/14,Aalen,RB Leipzig,0,0,D,0,0,D
D2,17/12/14,Erzgebirge Aue,Nurnberg,0,1,A,0,0,D
D2,17/12/14,Ingolstadt,St Pauli,2,1,H,1,0,H
D2,17/12/14,Munich 1860,Kaiserslautern,1,1,D,1,0,H
D2,17/12/14,Sandhausen,Darmstadt,1,2,A,0,1,A
D2,19/12/14,Fortuna Dusseldorf,Union Berlin,1,0,H,0,0,D
D2,19/12/14,Heidenheim,Braunschweig,0,1,A,0,0,D
D2,19/12/14,Karlsruhe,Frankfurt FSV,4,1,H,2,0,H
D2,20/12/14,Nurnberg,Greuther Furth,0,0,D,0,0,D
D2,20/12/14,St Pauli,Aalen,3,1,H,1,0,H
D2,21/12/14,Bochum,Erzgebirge Aue,1,1,D,0,1,A
D2,21/12/14,Darmstadt,Ingolstadt,2,2,D,1,2,A
D2,21/12/14,Kaiserslautern,Sandhausen,1,0,H,0,0,D
D2,22/12/14,RB Leipzig,Munich 1860,1,1,D,1,0,H
D2,06/02/15,Aalen,Darmstadt,0,0,D,0,0,D
D2,06/02/15,Erzgebirge Aue,RB Leipzig,2,0,H,1,0,H
D2,06/02/15,Greuther Furth,Ingolstadt,0,1,A,0,1,A
D2,07/02/15,Sandhausen,St Pauli,0,0,D,0,0,D
D2,07/02/15,Union Berlin,Bochum,2,1,H,0,1,A
D2,08/02/15,Braunschweig,Kaiserslautern,0,2,A,0,1,A
D2,08/02/15,Frankfurt FSV,Nurnberg,2,1,H,1,1,D
D2,08/02/15,Karlsruhe,Fortuna Dusseldorf,1,1,D,0,0,D
D2,09/02/15,Munich 1860,Heidenheim,1,2,A,1,0,H
D2,13/02/15,Bochum,Braunschweig,3,2,H,2,1,H
D2,13/02/15,Fortuna Dusseldorf,Erzgebirge Aue,2,3,A,1,3,A
D2,13/02/15,Heidenheim,Karlsruhe,0,1,A,0,1,A
D2,14/02/15,Ingolstadt,Sandhausen,1,3,A,0,2,A
D2,14/02/15,Kaiserslautern,Aalen,1,0,H,1,0,H
D2,15/02/15,Darmstadt,Munich 1860,1,1,D,0,1,A
D2,15/02/15,Nurnberg,Union Berlin,3,1,H,1,1,D
D2,15/02/15,RB Leipzig,Frankfurt FSV,0,1,A,0,0,D
D2,16/02/15,St Pauli,Greuther Furth,0,1,A,0,1,A
D2,20/02/15,Aalen,Ingolstadt,1,1,D,0,0,D
D2,20/02/15,Erzgebirge Aue,Darmstadt,0,1,A,0,0,D
D2,20/02/15,Greuther Furth,Sandhausen,0,0,D,0,0,D
D2,21/02/15,Karlsruhe,Bochum,0,0,D,0,0,D
D2,21/02/15,Munich 1860,St Pauli,2,1,H,1,0,H
D2,22/02/15,Fortuna Dusseldorf,Nurnberg,1,3,A,0,0,D
D2,22/02/15,Frankfurt FSV,Kaiserslautern,2,0,H,0,0,D
D2,22/02/15,Union Berlin,Heidenheim,3,1,H,2,1,H
D2,23/02/15,Braunschweig,RB Leipzig,1,1,D,1,0,H
D2,27/02/15,Bochum,Frankfurt FSV,3,3,D,1,0,H
D2,27/02/15,Darmstadt,Braunschweig,1,0,H,0,0,D
D2,27/02/15,Kaiserslautern,Greuther Furth,2,1,H,1,0,H
D2,28/02/15,Nurnberg,Karlsruhe,1,1,D,1,1,D
D2,28/02/15,Sandhausen,Aalen,2,0,H,0,0,D
D2,01/03/15,Heidenheim,Fortuna Dusseldorf,1,2,A,1,1,D
D2,01/03/15,RB Leipzig,Union Berlin,3,2,H,3,2,H
D2,01/03/15,St Pauli,Erzgebirge Aue,0,0,D,0,0,D
D2,02/03/15,Ingolstadt,Munich 1860,1,1,D,1,0,H
D2,06/03/15,Erzgebirge Aue,Ingolstadt,0,3,A,0,0,D
D2,06/03/15,Fortuna Dusseldorf,Bochum,2,2,D,2,2,D
D2,06/03/15,Nurnberg,Heidenheim,0,1,A,0,1,A
D2,07/03/15,Aalen,Greuther Furth,1,1,D,0,1,A
D2,07/03/15,Braunschweig,St Pauli,0,2,A,0,1,A
D2,08/03/15,Frankfurt FSV,Darmstadt,1,1,D,0,0,D
D2,08/03/15,Munich 1860,Sandhausen,2,3,A,1,1,D
D2,08/03/15,Union Berlin,Kaiserslautern,0,0,D,0,0,D
D2,09/03/15,Karlsruhe,RB Leipzig,0,0,D,0,0,D
D2,13/03/15,Bochum,Heidenheim,4,1,H,2,1,H
D2,13/03/15,Darmstadt,Union Berlin,5,0,H,2,0,H
D2,13/03/15,Greuther Furth,Munich 1860,0,3,A,0,1,A
D2,14/03/15,Kaiserslautern,Nurnberg,2,1,H,2,0,H
D2,14/03/15,St Pauli,Frankfurt FSV,1,1,D,0,0,D
D2,15/03/15,Aalen,Erzgebirge Aue,3,0,H,1,0,H
D2,15/03/15,Ingolstadt,Karlsruhe,1,3,A,1,1,D
D2,15/03/15,Sandhausen,Braunschweig,0,1,A,0,0,D
D2,16/03/15,RB Leipzig,Fortuna Dusseldorf,3,1,H,2,0,H
D2,20/03/15,Frankfurt FSV,Sandhausen,1,1,D,0,1,A
D2,20/03/15,Munich 1860,Aalen,1,1,D,0,0,D
D2,20/03/15,Union Berlin,St Pauli,1,0,H,0,0,D
D2,21/03/15,Braunschweig,Ingolstadt,0,0,D,0,0,D
D2,21/03/15,Fortuna Dusseldorf,Darmstadt,2,0,H,1,0,H
D2,22/03/15,Erzgebirge Aue,Greuther Furth,0,0,D,0,0,D
D2,22/03/15,Heidenheim,RB Leipzig,1,0,H,0,0,D
D2,22/03/15,Karlsruhe,Kaiserslautern,0,0,D,0,0,D
D2,23/03/15,Nurnberg,Bochum,1,2,A,0,1,A
D2,04/04/15,Greuther Furth,Braunschweig,1,2,A,1,1,D
D2,04/04/15,Kaiserslautern,Heidenheim,4,0,H,2,0,H
D2,05/04/15,Aalen,Karlsruhe,2,2,D,0,1,A
D2,05/04/15,Darmstadt,Bochum,2,0,H,1,0,H
D2,05/04/15,Ingolstadt,Frankfurt FSV,2,0,H,1,0,H
D2,05/04/15,Munich 1860,Erzgebirge Aue,0,1,A,0,1,A
D2,05/04/15,RB Leipzig,Nurnberg,2,1,H,0,1,A
D2,05/04/15,Sandhausen,Union Berlin,1,1,D,1,0,H
D2,06/04/15,St Pauli,Fortuna Dusseldorf,4,0,H,3,0,H
D2,10/04/15,Heidenheim,Ingolstadt,0,1,A,0,1,A
D2,10/04/15,Karlsruhe,St Pauli,3,0,H,2,0,H
D2,10/04/15,Nurnberg,Darmstadt,1,1,D,1,0,H
D2,11/04/15,Braunschweig,Munich 1860,2,0,H,1,0,H
D2,11/04/15,Frankfurt FSV,Greuther Furth,1,1,D,1,0,H
D2,12/04/15,Bochum,RB Leipzig,1,2,A,0,1,A
D2,12/04/15,Erzgebirge Aue,Sandhausen,0,1,A,0,0,D
D2,12/04/15,Union Berlin,Aalen,1,1,D,0,0,D
D2,13/04/15,Fortuna Dusseldorf,Kaiserslautern,1,1,D,0,1,A
D2,17/04/15,Ingolstadt,Fortuna Dusseldorf,3,2,H,0,1,A
D2,17/04/15,Sandhausen,Karlsruhe,0,0,D,0,0,D
D2,17/04/15,St Pauli,Nurnberg,1,0,H,0,0,D
D2,18/04/15,Aalen,Braunschweig,2,1,H,0,0,D
D2,18/04/15,Munich 1860,Bochum,2,1,H,0,1,A
D2,19/04/15,Darmstadt,Heidenheim,1,1,D,0,0,D
D2,19/04/15,Erzgebirge Aue,Frankfurt FSV,1,0,H,0,0,D
D2,19/04/15,Greuther Furth,Union Berlin,2,2,D,0,1,A
D2,20/04/15,Kaiserslautern,RB Leipzig,1,1,D,1,1,D
D2,24/04/15,Bochum,Kaiserslautern,0,2,A,0,1,A
D2,24/04/15,Nurnberg,Sandhausen,2,0,H,0,0,D
D2,24/04/15,RB Leipzig,Darmstadt,2,1,H,0,0,D
D2,25/04/15,Fortuna Dusseldorf,Munich 1860,1,1,D,0,1,A
D2,25/04/15,Karlsruhe,Greuther Furth,2,1,H,0,1,A
D2,26/04/15,Frankfurt FSV,Aalen,1,1,D,1,0,H
D2,26/04/15,Heidenheim,St Pauli,2,1,H,0,0,D
D2,26/04/15,Union Berlin,Ingolstadt,2,2,D,0,1,A
D2,27/04/15,Braunschweig,Erzgebirge Aue,4,2,H,1,2,A
D2,02/05/15,Braunschweig,Frankfurt FSV,2,0,H,0,0,D
D2,02/05/15,Darmstadt,Kaiserslautern,3,2,H,3,1,H
D2,03/05/15,Aalen,Bochum,2,4,A,0,2,A
D2,03/05/15,Erzgebirge Aue,Karlsruhe,3,1,H,1,0,H
D2,03/05/15,Greuther Furth,Fortuna Dusseldorf,3,0,H,1,0,H
D2,03/05/15,Munich 1860,Union Berlin,0,3,A,0,1,A
D2,03/05/15,Sandhausen,Heidenheim,2,2,D,0,0,D
D2,03/05/15,St Pauli,RB Leipzig,1,0,H,1,0,H
D2,04/05/15,Ingolstadt,Nurnberg,1,1,D,0,0,D
D2,08/05/15,Fortuna Dusseldorf,Aalen,0,2,A,0,1,A
D2,08/05/15,Frankfurt FSV,Munich 1860,0,1,A,0,0,D
D2,08/05/15,RB Leipzig,Sandhausen,0,4,A,0,1,A
D2,09/05/15,Kaiserslautern,St Pauli,0,2,A,0,0,D
D2,09/05/15,Union Berlin,Erzgebirge Aue,1,2,A,0,1,A
D2,10/05/15,Bochum,Ingolstadt,3,1,H,1,1,D
D2,10/05/15,Heidenheim,Greuther Furth,3,0,H,2,0,H
D2,10/05/15,Nurnberg,Braunschweig,3,1,H,1,0,H
D2,11/05/15,Karlsruhe,Darmstadt,0,1,A,0,0,D
D2,17/05/15,Aalen,Heidenheim,2,4,A,1,2,A
D2,17/05/15,Braunschweig,Karlsruhe,0,2,A,0,1,A
D2,17/05/15,Erzgebirge Aue,Kaiserslautern,0,0,D,0,0,D
D2,17/05/15,Frankfurt FSV,Union Berlin,1,3,A,1,1,D
D2,17/05/15,Greuther Furth,Darmstadt,1,0,H,0,0,D
D2,17/05/15,Ingolstadt,RB Leipzig,2,1,H,1,1,D
D2,17/05/15,Munich 1860,Nurnberg,2,1,H,0,1,A
D2,17/05/15,Sandhausen,Fortuna Dusseldorf,0,2,A,0,1,A
D2,17/05/15,St Pauli,Bochum,5,1,H,2,1,H
D2,24/05/15,Bochum,Sandhausen,0,0,D,0,0,D
D2,24/05/15,Darmstadt,St Pauli,1,0,H,0,0,D
D2,24/05/15,Fortuna Dusseldorf,Frankfurt FSV,2,3,A,2,2,D
D2,24/05/15,Heidenheim,Erzgebirge Aue,2,2,D,0,0,D
D2,24/05/15,Kaiserslautern,Ingolstadt,1,1,D,1,0,H
D2,24/05/15,Karlsruhe,Munich 1860,2,0,H,1,0,H
D2,24/05/15,Nurnberg,Aalen,2,1,H,1,0,H
D2,24/05/15,RB Leipzig,Greuther Furth,2,0,H,2,0,H
D2,24/05/15,Union Berlin,Braunschweig,2,0,H,0,0,D
